Tracking_Number,Species,Date,Time,Lat,Long
174448,Blue Whale 3,31/12/18,2:54:46,32.848N,117.281W
174448,Blue Whale 3,2/1/2019,3:16:25,32.837N,117.262W
174448,Blue Whale 3,3/1/2019,18:05:25,32.900N,117.300W
174448,Blue Whale 3,4/1/2019,23:34:23,32.847N,117.287W
174448,Blue Whale 3,6/1/2019,4:02:33,32.889N,117.280W
174448,Blue Whale 3,6/1/2019,23:09:46,33.210N,117.328W
174448,Blue Whale 3,8/1/2019,3:29:49,33.209N,117.389W
174448,Blue Whale 3,9/1/2019,0:31:22,33.078N,117.351W
174448,Blue Whale 3,10/1/2019,4:24:14,32.847N,117.283W
174448,Blue Whale 3,11/1/2019,23:57:24,32.855N,117.255W
174448,Blue Whale 3,12/1/2019,16:23:32,32.904N,117.411W
174448,Blue Whale 3,13/01/19,18:30:53,33.040N,117.405W
174448,Blue Whale 3,14/01/19,17:04:19,32.935N,117.284W
174448,Blue Whale 3,15/01/19,16:39:59,32.848N,117.281W
174448,Blue Whale 3,16/01/19,23:01:40,33.050N,117.377W
174448,Blue Whale 3,17/01/19,17:40:07,33.222N,117.481W
174448,Blue Whale 3,18/01/19,17:18:04,33.423N,117.701W
174448,Blue Whale 3,20/01/19,2:13:36,33.579N,117.883W
174448,Blue Whale 3,20/01/19,23:50:01,33.594N,117.998W
174448,Blue Whale 3,21/01/19,17:50:55,33.579N,118.060W
174448,Blue Whale 3,22/01/19,17:08:27,33.565N,118.076W
174448,Blue Whale 3,23/01/19,23:21:19,33.517N,117.881W
174448,Blue Whale 3,24/01/19,4:33:45,33.523N,117.883W
174448,Blue Whale 3,25/01/19,22:59:59,33.539N,117.985W
174448,Blue Whale 3,26/01/19,2:53:11,33.597N,117.898W
174448,Blue Whale 3,27/01/19,4:38:15,33.548N,117.922W
174448,Blue Whale 3,28/01/19,4:14:40,33.559N,117.825W
174448,Blue Whale 3,28/01/19,18:20:20,33.552N,117.855W
174448,Blue Whale 3,30/01/19,4:42:56,33.594N,117.872W
174448,Blue Whale 3,31/01/19,3:44:49,33.585N,117.852W
174448,Blue Whale 3,1/2/2019,3:21:21,33.554N,117.869W
174448,Blue Whale 3,2/2/2019,1:55:13,33.567N,117.808W
174448,Blue Whale 3,3/2/2019,4:23:28,33.566N,117.832W
174448,Blue Whale 3,4/2/2019,4:39:27,33.579N,117.851W
174448,Blue Whale 3,5/2/2019,4:01:07,33.573N,117.885W
174448,Blue Whale 3,6/2/2019,3:23:20,33.569N,117.891W
174448,Blue Whale 3,7/2/2019,4:38:48,33.552N,117.851W
174448,Blue Whale 3,8/2/2019,4:24:56,33.559N,117.784W
174448,Blue Whale 3,9/2/2019,3:37:20,33.566N,117.828W
174448,Blue Whale 3,10/2/2019,1:02:08,33.573N,117.885W
174448,Blue Whale 3,10/2/2019,18:19:14,33.556N,117.887W
174448,Blue Whale 3,12/2/2019,4:35:29,33.571N,117.955W
174448,Blue Whale 3,13/02/19,4:23:17,33.537N,117.818W
174448,Blue Whale 3,14/02/19,3:55:17,33.565N,117.855W
174448,Blue Whale 3,14/02/19,16:40:52,33.581N,117.929W
174448,Blue Whale 3,16/02/19,2:47:44,33.569N,117.877W
174448,Blue Whale 3,17/02/19,4:32:18,33.559N,117.820W
174448,Blue Whale 3,18/02/19,2:11:43,33.530N,117.804W
174448,Blue Whale 3,18/02/19,16:35:07,33.537N,117.852W
174448,Blue Whale 3,20/02/19,4:48:02,33.554N,117.817W
174448,Blue Whale 3,22/02/19,4:29:56,33.554N,117.821W
174448,Blue Whale 3,23/02/19,4:49:18,33.555N,117.824W
174448,Blue Whale 3,24/02/19,3:56:54,33.556N,117.858W
174448,Blue Whale 3,24/02/19,6:06:46,33.554N,117.820W
174448,Blue Whale 3,26/02/19,3:36:30,33.580N,117.912W
174448,Blue Whale 3,26/02/19,3:36:30,33.580N,117.912W
174448,Blue Whale 3,28/02/19,2:46:07,33.563N,117.832W
174448,Blue Whale 3,2/3/2019,5:03:46,33.558N,117.826W
174448,Blue Whale 3,4/3/2019,4:26:34,33.556N,117.823W
174448,Blue Whale 3,4/3/2019,4:59:40,33.553N,117.825W
174448,Blue Whale 3,5/3/2019,5:14:20,33.556N,117.818W
174448,Blue Whale 3,6/3/2019,5:25:29,33.457N,117.557W
174448,Blue Whale 3,8/3/2019,3:13:39,33.533N,117.817W
174448,Blue Whale 3,8/3/2019,23:08:56,33.553N,117.784W
174448,Blue Whale 3,9/3/2019,22:58:44,33.494N,117.750W
174448,Blue Whale 3,11/3/2019,4:12:09,33.533N,117.843W
174448,Blue Whale 3,12/3/2019,4:29:31,33.557N,117.813W
174448,Blue Whale 3,14/03/19,4:12:49,33.553N,117.821W
174448,Blue Whale 3,14/03/19,4:12:49,33.553N,117.821W
174448,Blue Whale 3,18/03/19,0:47:06,33.538N,117.834W
174448,Blue Whale 3,19/03/19,4:14:11,33.559N,117.786W
174448,Blue Whale 3,19/03/19,22:40:05,33.556N,117.860W
174448,Blue Whale 3,23/03/19,4:27:30,33.594N,117.662W
174448,Blue Whale 3,23/03/19,15:28:34,33.580N,117.895W
174448,Blue Whale 3,25/03/19,3:16:11,33.519N,117.833W
174448,Blue Whale 3,27/03/19,2:55:55,33.553N,117.807W
174448,Blue Whale 3,28/03/19,2:20:18,33.553N,117.819W
174448,Blue Whale 3,28/03/19,2:20:18,33.553N,117.819W
174448,Blue Whale 3,29/03/19,18:42:40,???????,????????
174448,Blue Whale 3,31/03/19,3:49:11,33.551N,117.831W
174448,Blue Whale 3,1/4/2019,4:40:16,33.553N,117.807W
174448,Blue Whale 3,1/4/2019,5:20:00,33.553N,117.820W
174448,Blue Whale 3,3/4/2019,4:41:00,33.554N,117.819W
174448,Blue Whale 3,4/4/2019,2:07:28,33.560N,117.889W
174448,Blue Whale 3,5/4/2019,4:32:41,33.553N,117.818W
174448,Blue Whale 3,5/4/2019,4:32:41,33.553N,117.818W
174448,Blue Whale 3,7/4/2019,4:19:58,33.554N,117.820W
174448,Blue Whale 3,7/4/2019,4:59:35,33.565N,117.765W
174448,Blue Whale 3,9/4/2019,4:50:05,33.543N,117.961W
174448,Blue Whale 3,9/4/2019,5:14:25,33.552N,117.825W
174448,Blue Whale 3,10/4/2019,5:33:59,33.541N,117.746W
174448,Blue Whale 3,12/4/2019,1:25:06,33.521N,118.214W
174448,Blue Whale 3,13/04/19,4:40:18,33.554N,117.824W
174448,Blue Whale 3,13/04/19,5:31:58,33.558N,117.829W
174448,Blue Whale 3,16/04/19,4:30:02,33.557N,117.804W
174448,Blue Whale 3,16/04/19,4:30:02,33.557N,117.804W
